,rank,id,name,age,avg_time,min_players,max_players,mechanic,category,weight,year,geek,avg,num_rev
145,,176820,Star Wars: X-Wing Miniatures Game – Kihraxz Fighter Expansion Pack,14,0,2,0,"['Action / Movement Programming', 'Dice Rolling', 'Player Elimination', 'Simultaneous Action Selection', 'Variable Player Powers']","['Aviation / Flight', 'Collectible Components', 'Expansion for Base-game', 'Miniatures', 'Movies / TV / Radio theme', 'Science Fiction', 'Wargame']",3.0,2015,5.856,7.61,272.0
146,5056.0,201478,Problem Picnic: Attack of the Ants,6,30,2,4,"['Area Control / Area Influence', 'Dice Rolling', 'Set Collection', 'Take That']","['Action / Dexterity', ""Children's Game"", 'Dice']",1.0,2017,5.654,7.07,143.0
147,,181566,Shadows of Brimstone: Hellfire Succubi Mission Pack,12,120,1,4,"['Cooperative Play', 'Dice Rolling', 'Grid Movement', 'Modular Board', 'Role Playing']","['Adventure', 'American West', 'Exploration', 'Horror', 'Miniatures']",0.0,2017,5.595,8.25,54.0
148,,201890,Monopoly Jackpot,8,60,2,4,"['Auction/Bidding', 'Player Elimination', 'Roll / Spin and Move', 'Set Collection', 'Trading']","['Economic', 'Negotiation']",1.3333,2016,,5.71,13.0
149,11250.0,248226,Grackles,10,30,2,4,"['Area Control / Area Influence', 'Tile Placement']",['Abstract Strategy'],1.75,2018,5.526,6.21,62.0
150,13453.0,180939,Chimère,8,30,2,5,"['Set Collection', 'Take That', 'Tile Placement', 'Voting']","['Animals', 'Fantasy', 'Medieval', 'Real-time']",1.5,2016,5.507000000000001,5.63,98.0
151,11523.0,234465,Potato Pirates,6,45,3,6,"['Action / Movement Programming', 'Player Elimination']","['Adventure', ""Children's Game"", 'Nautical', 'Party Game', 'Pirates']",1.25,2017,5.523,6.13,95.0
152,4675.0,181867,3 sind eine zu viel!,10,25,2,4,"['Hand Management', 'Set Collection']",['Card Game'],1.4615,2015,5.675,6.66,235.0
153,7083.0,170472,Prelude to Rebellion,13,180,2,2,"['Area Control / Area Influence', 'Hand Management']",['Political'],2.4,2018,5.582999999999999,8.28,39.0
154,,193397,Race! Formula 90: Expansion #2 – Barcelona and Silverstone,14,120,2,6,"['Card Drafting', 'Hand Management']","['Expansion for Base-game', 'Racing', 'Sports']",4.0,2016,5.664,8.73,68.0
155,9558.0,171548,Bermuda,10,15,3,6,['Cooperative Play'],"['Card Game', 'Party Game']",1.125,2015,5.542999999999999,6.04,112.0
156,,180154,Sherlock Holmes Consulting Detective: Murder Behind Closed Doors,0,0,1,8,['Cooperative Play'],"['Deduction', 'Murder/Mystery', 'Novel-based']",2.6667,2015,5.566,7.83,40.0
157,5891.0,240744,Fire in the Library,8,30,1,6,['Press Your Luck'],['Card Game'],1.1667,2019,5.617999999999999,7.0,136.0
158,,200527,Moogh,10,35,2,4,['Cooperative Play'],"['Fighting', 'Prehistoric', 'Print & Play']",2.25,2016,,6.55,24.0
159,13185.0,197066,Time Management: The Time Management Game,13,30,1,4,['Tile Placement'],[],2.0,2016,5.507999999999999,5.62,79.0
160,8442.0,184462,Alchemidus,10,30,1,127,['Dice Rolling'],['Puzzle'],1.5,2015,5.558,6.44,79.0
161,7555.0,188051,Deadfall,12,20,2,7,['Press Your Luck'],"['Bluffing', 'Card Game']",0.0,2016,5.572,6.56,97.0
162,,195496,Lego Ninjago Trading Card Game: Master of Spinjitzu,6,15,2,2,[],"['Card Game', ""Children's Game"", 'Collectible Components']",1.5,2016,,6.11,15.0
163,,204323,Planet Rush,13,45,3,5,"['Area Control / Area Influence', 'Auction/Bidding', 'Hand Management', 'Set Collection']",['Science Fiction'],2.0,2016,,6.69,22.0
164,,237910,The Colonists: Ante Portas,0,360,1,4,"['Area Movement', 'Card Drafting', 'Hand Management', 'Modular Board', 'Tile Placement', 'Worker Placement']","['Civilization', 'Expansion for Base-game']",0.0,2017,,7.03,26.0
165,7769.0,217554,Dr. Microbe,8,15,2,4,[],"['Action / Dexterity', ""Children's Game"", 'Medical']",0.0,2017,5.568,6.11,157.0
166,,175920,1066: The Year of Three Battles,0,0,1,2,['Hex-and-Counter'],"['Medieval', 'Wargame']",2.0,2015,,7.0,16.0
167,8700.0,254135,Fortune City,12,45,2,4,"['Route/Network Building', 'Tile Placement']",['City Building'],2.0,2018,5.553,6.72,60.0
168,,187823,Deception: Murder in Hong Kong – Kickstarter Promo Pack,10,0,4,12,"['Hidden Traitor', 'Partnerships', 'Storytelling']","['Bluffing', 'Deduction', 'Expansion for Base-game', 'Murder/Mystery', 'Party Game']",1.6667,2015,5.671,7.58,117.0
169,,193796,Agents & Operatives,14,90,4,10,"['Modular Board', 'Partnerships', 'Variable Player Powers', 'Worker Placement']",['Spies/Secret Agents'],0.0,2016,,5.5,2.0
170,,229676,Ghost Fightin' Treasure Hunters: Expansion Pack,0,0,0,0,[],[],1.5,2017,5.598,7.65,60.0
171,7667.0,177245,Cosmic Kaboom,12,30,2,4,"['Modular Board', 'Pick-up and Deliver', 'Set Collection', 'Variable Player Powers']","['Action / Dexterity', 'Science Fiction']",1.0,2016,5.57,6.53,89.0
172,11635.0,175742,Alien Wars,6,10,2,6,['Memory'],"['Action / Dexterity', 'Card Game', 'Science Fiction']",1.2,2015,5.523,5.82,119.0
173,12438.0,169984,Stowaway 52,8,45,1,5,"['Pattern Recognition', 'Point to Point Movement', 'Storytelling']","['Adventure', 'Card Game', 'Puzzle', 'Science Fiction']",1.0,2015,5.515,5.73,72.0
174,6336.0,179627,Tunhell,8,40,2,4,[],"['Card Game', 'Fantasy', 'Fighting', 'Humor']",1.6,2015,5.603,6.56,137.0
175,,114231,Okavango,5,15,2,4,"['Point to Point Movement', 'Tile Placement']","['Animals', ""Children's Game""]",1.0,2011,5.534,6.25,63.0
176,11385.0,175778,Zombies!!! Jr.,12,60,2,6,"['Dice Rolling', 'Grid Movement', 'Hand Management', 'Modular Board']",['Zombies'],1.6667,2015,5.525,6.33,48.0
177,,177142,Tornio '44,12,600,1,2,['Hex-and-Counter'],['World War II'],2.8,2015,,7.57,26.0
178,,215186,Santa's Renegades 2016,0,0,0,0,[],"['Collectible Components', 'Expansion for Base-game']",0.0,2016,,7.16,25.0
179,,178046,The Dwarves: The Saga Expansion,10,90,2,5,"['Cooperative Play', 'Dice Rolling', 'Variable Player Powers']","['Adventure', 'Book', 'Expansion for Base-game', 'Fantasy', 'Novel-based']",2.0,2015,5.593999999999999,6.98,83.0
180,7057.0,234221,Arkon,13,30,2,4,"['Auction/Bidding', 'Hand Management', 'Take That']","['Card Game', 'Fantasy']",1.9,2018,5.584,8.31,129.0
181,6525.0,223538,Fast Food Fear!,8,30,3,6,"['Cooperative Play', 'Set Collection']","['Party Game', 'Real-time']",1.0,2017,5.597,6.38,199.0
182,,179692,Zombicide: Black Plague Special Guest Box – Karl Kopinski,10,0,1,6,"['Action Point Allowance System', 'Cooperative Play', 'Dice Rolling', 'Hand Management', 'Modular Board', 'Variable Player Powers']","['Expansion for Base-game', 'Fantasy', 'Horror', 'Miniatures', 'Zombies']",2.0,2015,5.688,7.88,119.0
183,6727.0,174243,Bridges to Nowhere,7,30,1,4,"['Card Drafting', 'Pattern Building', 'Set Collection', 'Tile Placement']",['Card Game'],1.8571,2018,5.5920000000000005,7.0,98.0
184,,203988,Multiuniversum: Project Cthulhu,12,40,1,5,"['Card Drafting', 'Hand Management', 'Pick-up and Deliver', 'Point to Point Movement']","['Card Game', 'Science Fiction']",3.0,2016,5.638999999999999,7.19,117.0
185,,171857,Alien Frontiers: Expansion Pack #7,12,0,2,6,"['Area Control / Area Influence', 'Card Drafting', 'Dice Rolling', 'Worker Placement']",['Science Fiction'],2.25,2015,5.629,7.39,96.0
186,,244367,Valeria: Card Kingdoms – Shadowvale,13,45,1,5,"['Card Drafting', 'Deck / Pool Building', 'Dice Rolling']","['Card Game', 'Dice', 'Expansion for Base-game', 'Fantasy']",2.5,2019,5.636,8.16,68.0
187,11134.0,197069,Traitor Mechanic: The Traitor Mechanic Game,0,30,4,10,[],"['Bluffing', 'Card Game', 'Deduction']",2.0,2016,5.527,6.14,60.0
188,,196667,Thrashing Dice: Assassin Edition,12,90,1,5,"['Dice Rolling', 'Hand Management', 'Worker Placement']","['Card Game', 'Dice', 'Music']",0.0,2018,,5.59,17.0
189,,275010,De Vulgari Eloquentia: Deluxe Edition,14,120,2,5,"['Action / Movement Programming', 'Action Point Allowance System', 'Set Collection']",['Medieval'],0.0,2019,,9.32,11.0
190,,183833,Hanabi: Die Bonus-Plättchen,8,30,2,5,"['Cooperative Play', 'Hand Management', 'Memory', 'Set Collection']","['Card Game', 'Deduction', 'Expansion for Base-game', 'Memory']",1.5,2015,5.605,6.85,105.0
191,,254178,Gnomeland,10,60,2,4,"['Dice Rolling', 'Variable Player Powers', 'Worker Placement']","['City Building', 'Dice', 'Fantasy', 'Medieval']",2.5,2018,,5.69,27.0
192,,252899,Arkham Horror: The Card Game – Guardians of the Abyss: Scenario Pack,0,0,1,4,"['Cooperative Play', 'Hand Management', 'Variable Player Powers']","['Card Game', 'Expansion for Base-game', 'Horror']",0.0,2018,5.728,8.35,117.0
193,,262274,"D6: Dungeons, Dudes, Dames, Danger, Dice and Dragons!",8,90,1,4,"['Card Drafting', 'Cooperative Play', 'Dice Rolling', 'Role Playing', 'Variable Player Powers']",['Fantasy'],2.0,2019,,8.14,7.0
194,,128217,Shinobi,12,60,2,4,"['Hex-and-Counter', 'Point to Point Movement', 'Secret Unit Deployment']","['Deduction', 'Exploration', 'Fighting', 'Maze', 'Mythology']",0.0,0,5.516,5.78,87.0
195,,274522,Memoir '44: New Flight Plan,8,120,2,8,[],"['Expansion for Base-game', 'Wargame', 'World War II']",0.0,2019,,9.0,6.0
196,,201900,Ashes: The Duchess of Deception,0,0,0,0,[],['Expansion for Base-game'],3.0,2016,5.763,7.79,164.0
197,,214309,Clank!: Brawn vs. Boots,12,60,2,4,['Deck / Pool Building'],"['Expansion for Base-game', 'Fantasy']",0.0,2017,5.614,8.13,63.0
198,,254992,Battle of the Bards,10,60,2,4,"['Deck / Pool Building', 'Dice Rolling']","['Card Game', 'Dice', 'Music']",0.0,2019,,8.07,6.0
199,,145039,Cthulhu Wars: Six to Eight Player Earth Map,12,120,6,8,"['Action Point Allowance System', 'Area Movement', 'Dice Rolling', 'Variable Player Powers']","['Expansion for Base-game', 'Horror', 'Miniatures']",2.0,2015,5.704,8.15,117.0
200,,253926,Star Trek: Ascendancy – Vulcan High Command,14,180,3,4,"['Action Point Allowance System', 'Dice Rolling', 'Modular Board', 'Trading', 'Variable Phase Order', 'Variable Player Powers']","['Civilization', 'Expansion for Base-game', 'Exploration', 'Movies / TV / Radio theme', 'Negotiation', 'Science Fiction', 'Territory Building', 'Wargame']",0.0,2019,,8.33,3.0
201,,208016,Ascended Kings,14,120,2,4,[],"['Dice', 'Fantasy', 'Fighting', 'Miniatures']",2.0,2018,,7.26,17.0
202,,189832,Robinson Crusoe: Adventures on the Cursed Island – Crewmen Deck I,14,180,1,4,"['Cooperative Play', 'Dice Rolling', 'Modular Board', 'Variable Player Powers']","['Adventure', 'Expansion for Base-game', 'Exploration', 'Novel-based']",1.6667,2015,5.6370000000000005,7.77,89.0
203,5008.0,232980,Dream On!,7,20,2,8,"['Cooperative Play', 'Storytelling']","['Card Game', ""Children's Game"", 'Humor', 'Memory', 'Party Game']",1.0,2017,5.657,6.94,161.0
204,,250881,Dominations: Road to Civilization,13,120,2,4,"['Area Control / Area Influence', 'Modular Board', 'Set Collection', 'Tile Placement']",['Civilization'],3.5,2019,,7.21,19.0
205,,204242,New York 1901: Goons of New York,0,0,2,4,['Area Control / Area Influence'],['Expansion for Base-game'],2.0,2016,5.553999999999999,7.15,46.0
206,7187.0,228234,HATSUDEN,10,30,2,2,"['Area Control / Area Influence', 'Hand Management']",['Industry / Manufacturing'],1.1667,2017,5.58,6.56,115.0
207,,204764,Space Vermin From Beyond!,12,120,1,2,['Chit-Pull System'],"['Print & Play', 'Science Fiction', 'Space Exploration', 'Wargame']",2.0,2016,,7.37,19.0
208,11614.0,181615,Nitro Glyxerol,7,20,2,4,['Press Your Luck'],"['Action / Dexterity', 'Real-time']",1.0,2015,5.523,6.12,62.0
209,,244500,Unfair Expansion: Alien B-movie Dinosaur Western,14,125,2,5,"['Card Drafting', 'Hand Management', 'Set Collection', 'Take That', 'Variable Player Powers']","['Card Game', 'City Building', 'Economic', 'Expansion for Base-game']",2.6,2018,5.56,8.63,33.0
210,,181629,Star Wars: Imperial Assault – General Sorin Villain Pack,12,120,2,5,"['Dice Rolling', 'Grid Movement', 'Modular Board', 'Partnerships', 'Role Playing']","['Expansion for Base-game', 'Miniatures', 'Movies / TV / Radio theme', 'Science Fiction']",2.0,2015,5.852,7.66,275.0
211,8551.0,249550,MegaMetroCity,14,90,1,4,"['Action Point Allowance System', 'Cooperative Play', 'Dice Rolling', 'Grid Movement', 'Modular Board', 'Player Elimination', 'Variable Player Powers']","['Fighting', 'Miniatures', 'Video Game Theme']",2.3333,2019,5.553999999999999,9.04,71.0
212,,175183,Battle Arena Show,14,120,1,6,"['Action Point Allowance System', 'Dice Rolling', 'Grid Movement', 'Hand Management', 'Partnerships', 'Variable Player Powers']","['Fighting', 'Miniatures', 'Science Fiction', 'Video Game Theme']",2.6667,2016,,5.89,19.0
213,6946.0,57201,Greedy Kingdoms,10,20,2,2,"['Betting/Wagering', 'Secret Unit Deployment', 'Set Collection', 'Simultaneous Action Selection']","['Bluffing', 'Card Game', 'Medieval']",1.6667,2009,5.584,7.02,75.0
214,,228673,Die Legenden von Andor: Die Bonus-Box,10,90,2,4,"['Cooperative Play', 'Dice Rolling', 'Variable Player Powers']","['Expansion for Base-game', 'Fantasy', 'Puzzle']",0.0,2017,5.6370000000000005,7.72,80.0
215,8654.0,244267,BarBEARian Battlegrounds,8,30,2,4,"['Dice Rolling', 'Secret Unit Deployment', 'Simultaneous Action Selection', 'Worker Placement']","['Animals', 'Bluffing', 'City Building', 'Dice']",2.0,2018,5.556,6.57,88.0
216,9217.0,206464,The Grunwald Swords,14,120,2,2,"['Dice Rolling', 'Hex-and-Counter']","['Medieval', 'Wargame']",2.0,2016,5.547000000000001,7.23,35.0
217,,252297,OrcQuest WarPath,14,90,1,6,"['Cooperative Play', 'Dice Rolling', 'Grid Movement', 'Modular Board', 'Variable Player Powers']","['Adventure', 'Exploration', 'Fantasy', 'Fighting', 'Miniatures']",0.0,2019,,9.29,21.0
218,,173057,Go Fish Yourself,17,45,2,6,[],"['Card Game', 'Nautical', 'Party Game']",1.0,2015,,6.66,29.0
219,,195338,Sentinels of the Multiverse: Complete Hero Variant Collection,8,60,2,5,"['Cooperative Play', 'Hand Management', 'Variable Player Powers']","['Card Game', 'Comic Book / Strip', 'Fighting']",0.0,2016,5.8660000000000005,8.68,162.0
220,,182073,Arcadia Quest: Haldor & Brenna,13,0,2,4,"['Dice Rolling', 'Grid Movement', 'Modular Board', 'Variable Player Powers']","['Adventure', 'Expansion for Base-game', 'Fantasy', 'Fighting', 'Miniatures']",1.5,2015,5.646,7.79,96.0
221,7978.0,172166,Lumis: Der Pfad des Feuers,10,30,2,4,"['Hand Management', 'Route/Network Building']","['Abstract Strategy', 'Card Game']",2.0,2015,5.564,6.39,96.0
222,,195246,V-Commandos: Résistance,13,180,1,6,"['Cooperative Play', 'Modular Board']","['Expansion for Base-game', 'Spies/Secret Agents', 'Wargame', 'World War II']",2.5,2017,5.652,8.18,82.0
223,4582.0,226605,Fire Tower,14,30,2,4,"['Grid Movement', 'Hand Management', 'Pattern Building', 'Take That']",['Environmental'],2.0,2019,5.681,7.57,164.0
224,7910.0,194102,DeathBot Derby,13,30,2,4,"['Card Drafting', 'Grid Movement', 'Modular Board', 'Variable Player Powers']","['Card Game', 'Fighting', 'Science Fiction']",1.5,2017,5.565,7.5,64.0
225,,150097,Vercingetorix: Twilight of the Gauls,12,240,2,4,"['Area Control / Area Influence', 'Chit-Pull System', 'Dice Rolling']","['Ancient', 'Wargame']",2.8333,2015,,6.41,18.0
226,7650.0,175121,Adventure Time Card Wars: Ice King vs. Marceline,10,30,2,2,['Hand Management'],"['Card Game', 'Humor', 'Movies / TV / Radio theme']",1.3333,2015,5.57,6.61,109.0
227,6919.0,234673,1918: Brother Against Brother,12,180,2,2,"['Campaign / Battle Card Driven', 'Point to Point Movement']","['Civil War', 'Wargame', 'World War I']",2.2,2018,5.587000000000001,7.52,59.0
228,,165217,Arcadia Quest: Nibbles,14,60,2,4,"['Dice Rolling', 'Grid Movement', 'Modular Board', 'Variable Player Powers']","['Adventure', 'Expansion for Base-game', 'Fantasy', 'Fighting', 'Miniatures']",1.3333,2015,5.827000000000001,8.12,189.0
229,11968.0,174943,Ninja Arena,12,40,2,4,"['Action / Movement Programming', 'Modular Board', 'Player Elimination', 'Simultaneous Action Selection']","['Abstract Strategy', 'Fighting', 'Medieval']",4.0,2016,5.519,6.88,34.0
230,7922.0,218576,Fantastic Park,7,30,2,5,"['Set Collection', 'Tile Placement']",['Animals'],1.0,2017,5.565,6.38,104.0
231,,190581,Twilight Struggle: Promo Deck,0,0,2,2,"['Action Point Allowance System', 'Area Control / Area Influence', 'Campaign / Battle Card Driven', 'Dice Rolling', 'Hand Management', 'Simultaneous Action Selection']","['Expansion for Base-game', 'Modern Warfare', 'Political', 'Wargame']",0.0,2015,5.544,7.09,31.0
232,,257817,K2: Lhotse,8,60,1,5,"['Hand Management', 'Player Elimination', 'Point to Point Movement', 'Simultaneous Action Selection']","['Expansion for Base-game', 'Exploration', 'Sports']",2.0,2018,5.561,7.94,34.0
233,,192637,Blood on the Ohio: The Northwest Indian War 1789-1794,12,180,2,2,"['Dice Rolling', 'Point to Point Movement', 'Simulation']","['American Indian Wars', 'Wargame']",3.0,2018,,7.5,13.0
234,,88300,Secret Santa,8,20,5,6,"['Partnerships', 'Variable Player Powers', 'Voting']","['Bluffing', 'Deduction', 'Party Game', 'Print & Play']",0.0,2010,5.486000000000001,5.12,45.0
235,2498.0,245353,Unlock! Tombstone Express,10,60,1,6,"['Cooperative Play', 'Storytelling']","['Card Game', 'Exploration', 'Puzzle', 'Real-time']",2.2857,2018,5.936,6.86,568.0
236,6618.0,209222,Drachenturm,5,15,2,4,"['Cooperative Play', 'Memory']","['Action / Dexterity', ""Children's Game"", 'Fantasy', 'Memory']",1.3333,2016,5.593999999999999,6.58,126.0
237,7173.0,225981,Penguin Trap,3,10,2,4,"['Player Elimination', 'Press Your Luck']","['Action / Dexterity', ""Children's Game""]",1.0,2017,5.58,6.29,161.0
238,,238388,Alien Artifacts: Discovery,10,90,2,5,"['Card Drafting', 'Hand Management', 'Set Collection', 'Variable Phase Order']",['Expansion for Base-game'],3.0,2018,5.622999999999999,7.24,100.0
239,8982.0,173003,Brix,7,10,2,2,['Pattern Building'],['Abstract Strategy'],1.5,2016,5.55,6.24,96.0
240,,34109,Ides of March: The End of the Roman Republic 44BC – 30BC,12,300,2,3,"['Campaign / Battle Card Driven', 'Dice Rolling', 'Point to Point Movement']","['Ancient', 'Wargame']",3.0,2018,,6.14,7.0
241,,181092,Shadows of Brimstone: Badlands Expedition Supplement,12,0,1,6,"['Cooperative Play', 'Dice Rolling', 'Grid Movement', 'Modular Board', 'Role Playing']","['Adventure', 'American West', 'Exploration', 'Horror', 'Miniatures']",0.0,2015,5.602,8.02,65.0
242,10613.0,169550,Looting Atlantis,10,30,2,4,"['Action Point Allowance System', 'Area Movement', 'Card Drafting', 'Set Collection']","['Fantasy', 'Mythology', 'Science Fiction']",2.4,2016,5.532,6.68,45.0
243,,220551,Five Tribes: Galbells,13,60,2,4,"['Area Control / Area Influence', 'Auction/Bidding', 'Modular Board', 'Set Collection']","['Arabian', 'Expansion for Base-game', 'Fantasy', 'Mythology']",3.0,2017,5.568,7.78,46.0
244,,163243,Clockwork Wars: Sentience,13,90,2,5,"['Area Control / Area Influence', 'Modular Board', 'Secret Unit Deployment', 'Variable Player Powers', 'Worker Placement']","['Civilization', 'Fantasy', 'Territory Building', 'Wargame']",3.0,2015,5.649,7.86,88.0
245,8386.0,256438,Snow Time,10,40,3,5,"['Campaign / Battle Card Driven', 'Grid Movement']","['Bluffing', 'Card Game']",1.4,2018,5.559,6.27,106.0
246,5662.0,253379,Cosmic Factory,10,30,2,6,"['Card Drafting', 'Pattern Building', 'Tile Placement']","['Puzzle', 'Real-time', 'Space Exploration']",1.6667,2018,5.627999999999999,6.96,124.0
247,9197.0,207796,Ahead in the Clouds,0,20,2,2,"['Route/Network Building', 'Set Collection']","['Card Game', 'Science Fiction']",1.6667,2017,5.547000000000001,6.44,71.0
248,16423.0,195205,Goat Lords,7,0,3,6,['Card Drafting'],"['Animals', 'Card Game', 'Humor', 'Party Game']",2.0,2016,5.45,3.86,56.0
249,,230528,Cowboy Bebop: Boardgame Boogie,14,90,1,4,"['Cooperative Play', 'Hand Management', 'Storytelling', 'Variable Player Powers']",['Comic Book / Strip'],0.0,2018,,7.43,7.0
250,7692.0,250309,Darwin's Choice,10,120,2,6,"['Area Control / Area Influence', 'Hand Management', 'Modular Board', 'Take That']","['Animals', 'Card Game', 'Educational', 'Environmental']",2.875,2019,5.572,7.75,90.0
